lemma,upos,doc_count,total_count,mean_count,max_count,category,notes,pos_group,suggested_category_ChatGPT,suggested_category_Claude,notes_Claude,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
alchemist,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:agent:1 | nmod:1,own:1,,
belly,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:2,slurp:1 | lie:1,full:1 | huge:1,
bust,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:1 | nsubj:1,appear:1,,
carpenter,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,iobj:1 | nmod:1,ask:1,,
conversion,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:2,ask:2,,
crit,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | nsubj:1,,,group:2
cult,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,research:1,,
decor,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:1 | conj:1,,,
diagram,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,conj:2,,simple:1 | basic:1,
diode,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
disease,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | ccomp:1,have:1,,
equation,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:2,figure:1 | get:1,,
estate,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:1 | conj:1,,real:1 | Real:1,
fibromyalgia,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | conj:1,,,
gallon,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,conj:2,use:1,guzzle:1,
gerber,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,have:1,,
hammer,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,we:1,change:1 | detail:1,,,obj:2,use:1 | create:1,,
handle,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,I:1 | it:1 | that:1 | tool:1,task:4 | part:3 | thing:1 | it:1 | more:1,rendering:1,sensitivity:1,obj:2,have:1 | build:1,,
hippo,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,root:1 | compound:1,,,
hire,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,company:1 | who:1 | I:1,artist:3 | person:2 | creative:1 | illustrator:1 | copywriter:1,,thing:1 | project:1,nmod:1 | obl:1,,,
hydration,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,ccomp:1 | obj:1,say:1 | let:1,,
jargon,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:2,translate:1 | inpute:1,,library:1
journalism,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,take:1,,
kitchen,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,xcomp:1 | nmod:1,need:1,,
lawyer,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:1 | acl:relcl:1,hear:1,actual:1,
legacy,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
lense,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | obj:1,buy:1,,
manipulator,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,conj:2,,,
messaging,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:2,create:1 | do:1,,response:1
milk,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | compound:1,base:1,alternative:1,
mum,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:1 | conj:1,friend:1,,
niece,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1 | nmod:1,,,
orb,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,conj:1 | compound:1,,,
owl,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,root:1 | compound:1,,,
paperwork,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,conj:1 | nmod:1,,,
pirating,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,nsubj:1 | conj:1,be:2,,
podcaster,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,root:2,,,
poly,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
pop,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,I:1,prompt:1 | it:1,,AI:1 | chatbot:1,compound:1 | conj:1,,,
poster,NOUN+PROPN,1,2,2.0,2,,,NOUN,,ARTIFACT,,,,,,obj:2,generate:1 | create:1,,
quantum,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:2,,,
retrograde,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,dep:1 | compound:1,generate:1,,
rise,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,work:1 | voice:1,,,top:1,root:1 | obl:1,die:1,,
score,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,work:1 | ad:1,,,obj:2,analyse:1 | make:1,,film:1
screwdriver,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:2,use:1 | have:1,shiny:1 | new:1,
separation,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obl:1 | obj:1,implement:1,,stem:2
spot,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,person:1,something:1 | flag:1 | AI:1,,,obj:1 | obl:1,see:1 | iterate:1,blind:2,
star,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:1 | obj:1,orbit:1,binary:1,
stitche,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | nmod:1,give:1,many:1,
supplies,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,obj:1 | conj:1,design:1,creative:1,
sympatico,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,acl:relcl:2,,,
transition,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,I:1,,,AI:1 | one:1,obj:2,make:1 | get:1,smooth:1,
unit,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,root:1 | nmod:1,,different:1 | new:1,
vet,NOUN+PROPN,1,2,2.0,2,,,NOUN,,UNCLEAR,,,,,,compound:1 | conj:1,,,
,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,,,,
,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,,,,
,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,,,,
.AI,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,use:1,,Suno:1
.gov,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
.org,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
1940s,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,build:1,,
2010s,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,set:1,,
5e,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
80s,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
90s,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
:EQ,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,smart:1,Sonible:1
A/,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
A4,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
ADHD,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
ALS,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,advance:1,,
AU,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
AUstralia,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Ableton,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1,implement:1,,
Act,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Advertising,NOUN+PROPN,1,1,1.0,1,,,NOUN,,CONTEXT,,,,,,compound:1,,,Meta:1
Alexa,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,,,
Alice,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
America,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Andrews,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Anthropolgie,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1,,,
Apple,NOUN+PROPN,1,1,1.0,1,,,NOUN,,TECH,,,,,,compound:1,,,
Arcs,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,draft:1,,Character:1
Ars,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Asmongold,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1,,,
Bali,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,visit:1,,
Barnsbury,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Bill,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Blanche,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1,,,
Blockbuster,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1,,,Summer:1
Broadway,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Buddha,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,sitting:1
Business,NOUN+PROPN,1,1,1.0,1,,,NOUN,WORK_CONTEXT,CONTEXT,,,,,,obl:1,light:1,,Google:1
CPC,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,track:1,,
Cancer,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,have:1,Pancreatic:1,
Captain,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Caroline,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,xcomp:1,name:1,,
Chapter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,ARTIFACT,,,,,,nmod:1,,,
Character,NOUN+PROPN,1,1,1.0,1,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,Polysemous: fictional entity vs personality trait,,,,,compound:1,,,
Chekov,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1,,,
Chris,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Clip,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,use:1,,Opus:1
Clippy,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Collection,NOUN+PROPN,1,1,1.0,1,,,NOUN,,ARTIFACT,,,,,,root:1,,complete:1,design:1
Comedy,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
ComfyUI,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,use:1,,
Company,NOUN+PROPN,1,1,1.0,1,,,NOUN,WORK_CONTEXT,CONTEXT,,,,,,nmod:1,,,Qatar:1 | Solar:1
Computer,NOUN+PROPN,1,1,1.0,1,,,NOUN,,TECH,,,,,,nsubj:1,make:1,,
Conrad,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
ControlNet,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Coriolis,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Count,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Creativity,NOUN+PROPN,1,1,1.0,1,,,NOUN,CREATIVE_CONCEPT,CONCEPT,,,,,,nsubj:1,,,
Cuebric,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
DARPA,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
DR,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,base:1,Henry:1
Danger,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Day,NOUN+PROPN,1,1,1.0,1,,,NOUN,TIME_RESOURCE,RESOURCE,,,,,,nmod:1,,safe:1,
December,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Delta,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Dick,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Diffusion,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,use:1,,Firefly:1
Disney,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
DnD,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Dorothy,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1,,,
Draft,NOUN+PROPN,1,1,1.0,1,,,NOUN,CREATIVE_ARTIFACT,ARTIFACT,,,,,,obl:1,go:1,,Grammar:1
E,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
EDM,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
East,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,Middle:1,
Easter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
EasyEDA,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,use:1,,
Echoes,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1,,Haunted:1,
Energy,NOUN+PROPN,1,1,1.0,1,,,NOUN,TIME_RESOURCE,RESOURCE,,,,,,compound:1,,,Solar:1
English,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Evans,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Excel,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,do:1,,
FBI,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
FIRE,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
FL,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Facebook,NOUN+PROPN,1,1,1.0,1,,,NOUN,,TECH,,,,,,conj:1,,,
Fi,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Fiction,NOUN+PROPN,1,1,1.0,1,,,NOUN,,ARTIFACT,,,,,,conj:1,,,Science:1
Fitzelbitter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Fiverr,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
France,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Game,NOUN+PROPN,1,1,1.0,1,,,NOUN,,ARTIFACT,,,,,,nmod:1,,,VR:1 | video:1
Gathering,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1,,,
GenAI,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,use:1,,
Genre,NOUN+PROPN,1,1,1.0,1,,,NOUN,,CONCEPT,,,,,,appos:1,,,Survival:1 | horror:1
Ghost,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Gimp,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Gotham,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Grammar,NOUN+PROPN,1,1,1.0,1,,,NOUN,,PROCESS,,,,,,compound:1,,,
Green,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,Delta:1
Grok,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Habakkuk,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1,come:1,,
Habit,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1,,,
Halloween,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Hamlet,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,xcomp:1,name:1,,
Harry,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Hearthstone,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Henry,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Home,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,Google:1
Homebrewery,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
HunYuan3,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Ian,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,rethink:1,,
Izotope,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,xcomp:1,call:1,,
James,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
January,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1,,,
Jarvis,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,work:1,,
Jedi,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Jeremiah,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Johannsson,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,make:1,,
Joyce,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
June,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,launch:1,,
KB,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
KDP,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,introduce:1,,
KPOP,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Kindle,NOUN+PROPN,1,1,1.0,1,,,NOUN,,TECH,,,,,,compound:1,,,
Krabby,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Letter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,cover:1
Lifestyle,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Lightroom,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,use:1,,Adobe:1
MLS,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,xcomp:1,make:1,,
Magic,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,appos:1,,,
Magica,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Man,NOUN+PROPN,1,1,1.0,1,,,NOUN,,AGENT,,,,,,compound:1,,Iron:1,
Maps,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,see:1,,Google:1
May,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,go:1,,
Maya,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,,,
McKay,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Mehmet,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Meta,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Michael,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Microsoft,NOUN+PROPN,1,1,1.0,1,,,NOUN,,TECH,,,,,,compound:1,,,
Minecraft,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Moby,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,dep:1,remind:1,,
Movie,NOUN+PROPN,1,1,1.0,1,,,NOUN,,ARTIFACT,,,,,,compound:1,,,
Muffin,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Mum,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,design:1,merry:1,Christmas:1
NDA,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1,,,
Nabokov,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Nation,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,first:1,
Neverwinter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,run:1,,
Night,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,root:1,,themed:1,fall:1 | mom:1 | Paint:1
OBS,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,film:1,,
Ontarian,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Ontario,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,set:1,Southern:1,
OpenPose,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,pair:1,,
OptiSign,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
PC,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,export:1,,
PEN,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
PG,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,xcomp:1,keep:1,,
Paint,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Patties,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,SpongeBob:1 | Krabby:1
Paul,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1,feel:1,,
Perplexity,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Picasso,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,do:1,,
Pika,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Pinterest,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,search:1,,
Pitch,NOUN+PROPN,1,1,1.0,1,,,NOUN,,CONTEXT,,,,,,compound:1,,,
Pixlr,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Pokemon,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Portugal,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,travel:1,,
Positioning,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nsubj:1,,,
Potter,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
PowerPoint,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Pro,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,put:1,,Premiere:1
Procreate,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obl:1,replicate:1,,
Qatar,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
R2D2,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,parataxis:1,,,
Radical,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
Raven,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:1,,,
Rebels,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,compound:1,,,
Reds,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,obj:1,recommend:1,,Rebels:1
Reel,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,flat:1,,,
Rose,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,nmod:poss:1,,,
Runway,NOUN+PROPN,1,1,1.0,1,,,NOUN,,UNCLEAR,,,,,,conj:1,,,
